Hatchery Fall Chinook,Wild Winter Steelhead,Wild Winter-Late Steelhead,Hatchery Winter-Late Steelhead,Wild Coho,Wild Late Coho,Hatchery Coho,Hatchery Late Coho,Wild Chum
313,,074,073,308,013,304,013,323
313,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,074,073,308,013,304,013,325
314,,076,073,308,013,304,013,325
314,,076,073,308,013,304,013,325
314,,076,073,308,013,304,013,325
314,,076,073,308,013,304,013,325
314,,076,073,308,013,304,013,325
314,,076,073,308,013,304,013,325
314,,076,074,308,013,304,013,325
314,,076,074,308,013,304,013,325
314,,076,074,308,013,304,013,325
314,,076,074,309,013,304,013,325
314,,076,074,309,013,304,013,325
314,,076,074,309,013,304,013,325
314,,076,074,309,013,304,013,325
314,,076,074,309,013,304,014,325
314,,076,074,309,013,304,014,326
314,,076,074,309,013,304,014,326
314,,076,074,309,013,304,014,326
314,,077,074,309,013,304,014,326
314,,077,074,309,013,304,014,326
314,,077,074,309,013,304,014,326
315,,077,074,309,013,304,014,326
315,,077,074,309,013,304,014,326
315,,077,074,309,013,304,014,326
315,,077,074,309,013,304,014,326
315,,077,074,309,013,304,014,326
316,,077,074,309,013,304,014,326
316,,077,074,309,013,304,014,326
316,,077,074,309,013,304,014,326
316,,077,074,309,013,304,014,326
316,,077,074,309,013,306,014,326
316,,077,074,309,013,306,014,326
316,,077,074,309,014,306,014,326
316,,077,074,309,014,306,014,326
316,,077,074,309,014,306,014,326
316,,077,074,311,014,306,014,326
316,,077,074,311,014,306,014,326
316,,077,075,311,014,306,014,326
316,,077,075,311,015,306,014,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,326
316,,077,075,311,015,306,015,329
316,,077,075,311,015,306,015,329
316,,077,075,311,015,306,015,329
316,,077,075,311,015,306,015,329
316,,078,075,311,015,306,015,329
316,,078,075,311,015,306,015,329
316,,078,075,311,015,306,015,329
316,,078,075,312,015,306,015,329
316,,078,075,312,015,307,015,329
316,,078,075,312,015,307,015,330
316,,078,075,312,015,307,015,330
316,,078,075,312,015,307,015,330
316,,078,075,312,015,307,015,330
316,,078,075,312,015,307,015,330
317,,078,075,312,015,307,015,330
317,,078,075,312,015,307,015,330
317,,078,075,312,015,307,015,330
317,,078,075,312,015,307,015,330
317,,078,075,312,015,307,015,330
317,,078,075,312,015,307,015,330
317,,078,075,312,015,307,015,330
317,,078,075,312,015,307,015,330
317,,078,075,312,015,307,015,330
317,,078,075,312,015,307,015,331
317,,078,075,312,015,307,015,331
317,,078,075,312,015,307,015,331
317,,078,075,312,015,307,015,334
317,,078,075,312,015,307,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,312,015,308,016,334
317,,078,075,313,015,308,016,334
317,,078,075,313,015,308,016,334
317,,078,075,313,015,308,016,334
318,,078,075,313,015,308,016,334
318,,078,075,313,015,308,016,334
318,,078,075,313,015,308,016,334
318,,078,075,313,015,308,016,334
318,,078,075,313,016,308,017,334
318,,078,075,313,016,308,017,334
318,,078,075,313,016,308,017,334
318,,078,075,313,016,308,017,335
318,,078,075,313,016,308,017,336
318,,078,075,313,016,308,017,336
318,,079,077,313,016,308,017,336
318,,079,077,313,016,308,017,336
318,,079,077,313,016,308,017,336
318,,079,077,313,016,308,017,336
318,,079,077,313,016,308,017,336
318,,079,077,313,016,309,017,346
318,,079,077,313,017,309,017,346
318,,079,077,313,017,309,017,347
318,,079,077,313,017,309,017,
318,,079,077,313,017,309,017,
318,,079,077,313,017,309,017,
318,,079,077,313,017,309,017,
318,,079,077,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,313,017,309,017,
318,,079,078,314,017,309,017,
318,,079,078,314,017,309,017,
318,,079,078,314,017,309,019,
318,,079,078,314,019,309,019,
318,,079,078,314,019,309,019,
318,,079,078,314,019,309,019,
318,,079,078,314,019,309,019,
318,,079,078,314,019,309,019,
318,,079,078,314,019,309,019,
318,,079,078,314,019,309,019,
318,,079,078,314,019,309,019,
318,,079,078,314,019,309,019,
318,,079,078,314,019,309,019,
318,,080,078,314,019,309,019,
318,,080,078,314,019,309,019,
318,,080,078,314,019,309,019,
318,,080,078,314,019,309,019,
318,,080,078,314,019,309,019,
318,,080,078,314,020,309,019,
318,,080,078,314,020,309,019,
318,,080,078,314,020,309,019,
318,,080,078,314,020,309,019,
318,,080,078,314,020,309,019,
318,,080,078,314,020,309,019,
318,,080,078,314,020,309,019,
318,,081,078,314,020,309,019,
318,,081,078,314,020,309,020,
318,,081,078,314,020,309,021,
318,,081,078,314,020,309,021,
318,,082,078,314,020,309,021,
318,,082,078,314,020,309,021,
318,,082,078,314,020,309,021,
318,,082,078,314,020,309,023,
318,,082,078,316,020,310,023,
318,,082,078,316,020,310,023,
318,,082,078,316,020,310,023,
318,,082,078,316,021,310,023,
318,,082,078,316,021,310,023,
318,,082,079,316,021,310,023,
318,,082,079,316,021,310,023,
318,,082,079,316,021,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,310,023,
318,,082,079,316,023,311,023,
318,,082,079,316,023,311,023,
318,,082,079,316,023,311,023,
318,,082,079,316,023,311,023,
318,,082,079,316,023,311,023,
318,,082,079,316,023,311,023,
318,,082,079,316,023,311,023,
318,,082,079,316,023,311,023,
318,,082,079,316,023,311,023,
318,,084,079,316,023,311,023,
318,,084,079,316,023,311,023,
318,,084,079,316,023,311,023,
318,,084,079,316,023,311,023,
318,,084,079,316,023,311,023,
318,,084,079,316,023,311,023,
318,,084,079,316,023,312,023,
318,,084,079,316,023,312,023,
318,,084,079,316,023,312,023,
318,,084,079,316,023,312,023,
318,,084,079,316,023,312,023,
318,,084,079,316,023,312,023,
318,,084,079,316,023,312,023,
318,,084,079,316,023,312,024,
318,,084,079,316,023,312,024,
318,,084,079,316,023,312,024,
318,,084,079,316,023,312,024,
318,,084,079,316,023,312,024,
318,,084,079,316,023,312,024,
318,,084,080,316,023,312,024,
318,,084,080,316,023,312,024,
318,,084,080,316,023,312,024,
318,,084,080,316,023,312,028,
318,,084,080,316,023,312,028,
318,,084,080,316,023,312,028,
318,,084,080,316,023,312,028,
318,,084,080,316,023,312,028,
318,,084,080,316,023,312,028,
318,,084,080,316,023,313,028,
318,,084,080,316,024,313,028,
318,,084,080,316,024,313,028,
318,,084,080,316,024,313,028,
318,,084,080,316,024,313,028,
318,,084,080,316,024,313,028,
318,,085,080,316,024,313,028,
318,,085,080,316,024,313,028,
318,,085,080,316,024,313,028,
318,,085,080,316,024,313,028,
318,,085,080,316,024,313,028,
318,,085,080,316,024,313,029,
318,,085,080,317,024,313,029,
318,,085,080,317,024,313,029,
318,,085,080,317,024,314,029,
318,,085,080,317,024,314,030,
318,,085,080,317,024,314,030,
318,,085,080,317,024,314,030,
318,,085,080,317,024,314,030,
318,,085,080,317,024,314,030,
318,,085,080,317,024,314,030,
318,,085,080,317,024,314,030,
318,,085,081,317,028,314,030,
318,,085,081,317,028,314,031,
318,,085,081,317,028,314,031,
318,,085,081,317,028,314,031,
319,,085,081,317,028,314,031,
319,,085,081,317,028,314,031,
319,,085,082,317,028,314,031,
319,,085,082,317,028,314,031,
319,,085,082,317,028,314,031,
319,,085,082,317,028,314,031,
319,,085,082,317,028,314,031,
319,,085,082,317,028,314,031,
319,,085,082,317,028,314,031,
319,,085,082,317,028,314,031,
319,,085,082,317,028,314,031,
319,,085,082,317,028,314,031,
319,,086,082,317,028,314,031,
319,,086,082,317,028,314,031,
319,,086,082,317,028,314,031,
319,,086,082,317,028,314,031,
319,,086,082,317,028,314,033,
319,,086,082,317,029,314,035,
319,,086,082,317,029,314,035,
319,,088,082,317,029,314,035,
319,,088,082,317,029,314,036,
319,,088,082,317,029,314,038,
319,,088,082,317,029,314,038,
319,,088,082,317,029,314,038,
319,,088,082,317,029,314,039,
319,,088,082,317,029,314,040,
319,,088,082,317,029,314,047,
319,,088,082,317,029,314,052,
319,,089,082,317,029,314,052,
319,,089,082,317,029,314,052,
319,,089,082,317,030,316,053,
319,,089,082,317,030,316,059,
319,,089,083,317,030,316,059,
319,,089,083,317,030,316,059,
319,,089,083,317,030,316,059,
319,,089,083,317,030,316,059,
319,,089,083,317,030,316,062,
319,,089,083,317,030,316,344,
319,,089,083,317,030,316,344,
319,,089,083,317,030,316,344,
320,,089,083,317,030,316,344,
320,,089,083,317,030,316,344,
320,,089,083,317,030,316,344,
320,,089,083,317,030,316,344,
320,,089,083,317,030,316,344,
320,,089,083,318,030,316,344,
320,,089,084,318,030,316,344,
320,,089,084,318,030,316,344,
320,,089,084,318,030,316,344,
320,,089,084,318,030,316,344,
320,,089,084,318,030,316,344,
320,,089,084,318,030,316,344,
320,,089,084,318,030,316,344,
320,,089,084,318,030,316,344,
320,,089,084,318,031,316,344,
320,,089,084,318,031,316,344,
320,,089,084,318,031,316,344,
320,,089,084,318,031,316,344,
320,,089,084,318,031,316,344,
320,,089,084,318,031,316,344,
320,,089,084,318,031,316,344,
320,,089,084,318,031,316,344,
320,,089,084,318,031,316,350,
320,,089,084,318,031,316,350,
320,,089,084,318,031,316,352,
320,,089,084,318,031,316,352,
320,,089,084,318,031,316,352,
320,,089,084,318,031,316,352,
320,,089,084,318,031,316,352,
320,,089,084,318,031,316,352,
320,,089,084,318,031,316,352,
320,,089,084,318,031,316,352,
320,,089,084,318,031,316,352,
320,,089,084,318,031,316,352,
320,,089,085,318,035,316,352,
320,,089,085,318,035,316,352,
320,,089,085,318,035,316,352,
320,,089,086,318,036,316,352,
320,,089,086,318,036,316,352,
320,,089,086,318,038,316,352,
320,,089,086,318,040,316,352,
320,,089,086,318,040,316,352,
320,,089,086,318,047,316,352,
320,,089,086,318,047,316,352,
320,,089,086,318,047,316,352,
320,,089,086,318,047,316,352,
320,,089,086,318,047,316,352,
320,,089,086,318,047,316,352,
320,,089,086,318,047,316,352,
320,,089,086,318,047,316,352,
320,,089,087,318,047,316,352,
320,,089,087,318,047,316,352,
320,,089,087,318,047,316,352,
320,,089,087,318,047,316,352,
320,,089,087,318,049,316,352,
320,,089,088,318,049,316,352,
320,,089,088,318,049,316,352,
320,,090,088,318,052,316,352,
320,,090,088,318,052,316,352,
320,,090,088,318,052,316,352,
320,,090,088,318,052,316,352,
320,,090,088,318,052,316,352,
321,,090,088,318,052,316,352,
322,,090,088,318,052,316,352,
322,,090,088,318,052,316,352,
322,,090,088,318,059,316,352,
322,,090,088,318,059,316,354,
322,,090,089,318,059,316,354,
322,,090,089,318,059,316,354,
322,,090,089,318,059,316,354,
322,,090,089,318,059,316,354,
322,,090,089,318,059,317,354,
322,,090,089,318,344,317,354,
322,,090,089,318,344,317,354,
322,,090,089,318,344,317,354,
322,,090,089,319,344,317,354,
322,,090,089,319,344,317,354,
322,,090,089,319,344,317,354,
322,,090,089,319,344,317,355,
322,,090,089,319,344,317,355,
322,,090,089,319,344,317,356,
322,,090,089,319,344,317,356,
322,,091,089,319,344,317,356,
322,,091,089,319,344,317,356,
322,,091,089,319,344,317,356,
322,,091,089,319,344,317,356,
322,,091,089,319,344,317,356,
322,,091,089,320,344,317,356,
322,,091,089,321,344,317,356,
322,,091,089,321,350,317,356,
322,,091,089,321,350,317,356,
322,,091,089,321,350,317,356,
322,,091,089,321,350,317,356,
322,,091,089,321,350,317,356,
322,,091,089,322,350,317,356,
322,,091,089,322,350,317,356,
322,,091,089,322,350,317,356,
322,,091,089,322,350,317,356,
322,,091,089,322,350,317,356,
322,,091,089,322,350,317,356,
322,,091,089,322,350,317,356,
322,,091,089,322,350,317,356,
322,,091,089,322,350,318,356,
322,,091,089,322,350,318,356,
322,,091,089,322,350,318,356,
322,,091,090,322,350,318,356,
322,,092,090,322,350,318,356,
322,,092,090,322,350,318,356,
322,,092,090,322,350,318,356,
322,,092,090,323,350,318,356,
322,,092,090,323,350,318,356,
322,,092,090,323,350,318,356,
322,,092,090,323,350,318,356,
322,,092,090,323,350,318,356,
322,,092,090,323,350,318,356,
322,,092,090,323,350,318,356,
322,,092,090,323,352,318,356,
322,,092,090,323,352,318,356,
322,,092,090,323,352,318,356,
322,,093,090,323,352,318,356,
322,,093,090,323,352,318,356,
322,,093,090,323,352,318,356,
322,,093,090,324,352,318,356,
322,,093,090,324,352,318,356,
322,,094,090,324,352,318,356,
322,,094,090,324,352,318,356,
322,,094,090,324,352,318,356,
323,,094,090,324,352,318,356,
323,,094,090,324,352,318,356,
323,,094,090,324,352,318,356,
323,,094,090,324,355,318,356,
323,,094,090,324,355,318,356,
323,,094,090,324,356,318,356,
323,,094,090,324,356,318,356,
323,,094,090,324,356,318,356,
323,,094,090,324,356,318,356,
323,,094,091,324,356,318,356,
323,,094,091,326,356,318,356,
323,,094,091,326,356,318,356,
323,,094,091,326,356,318,356,
323,,095,091,326,356,318,356,
323,,095,091,326,356,318,356,
324,,096,091,326,356,318,356,
324,,096,091,327,356,318,356,
324,,096,092,327,356,318,356,
324,,096,092,327,356,318,356,
324,,096,092,327,356,318,356,
324,,096,092,327,356,318,356,
324,,096,092,327,356,318,356,
324,,096,092,327,356,319,356,
324,,096,092,327,356,319,356,
324,,096,092,327,356,319,356,
324,,096,092,327,356,319,356,
324,,096,092,327,356,319,356,
324,,096,092,327,356,319,356,
324,,096,092,327,356,319,356,
324,,096,092,327,356,319,356,
324,,096,092,327,356,319,356,
324,,096,092,327,356,319,356,
324,,097,092,327,356,320,356,
324,,097,092,327,356,320,356,
324,,098,092,327,356,320,356,
324,,098,092,327,356,320,356,
324,,098,092,328,356,320,356,
324,,098,092,328,356,320,356,
324,,098,093,328,356,320,356,
324,,098,093,328,356,321,356,
324,,098,093,329,356,321,356,
324,,098,093,329,356,321,356,
324,,098,093,329,356,321,356,
324,,099,095,329,356,321,356,
324,,099,095,329,356,322,356,
324,,099,095,329,356,322,356,
324,,099,095,329,356,322,356,
324,,099,095,329,356,322,356,
324,,099,095,330,356,322,356,
324,,099,095,330,356,322,356,
324,,099,096,330,356,322,356,
324,,099,096,330,356,322,356,
324,,099,096,330,356,322,356,
324,,099,096,331,356,322,356,
324,,099,096,331,356,322,356,
324,,099,096,331,356,322,356,
324,,099,096,331,356,323,356,
324,,099,096,331,356,323,356,
325,,099,097,331,356,323,356,
325,,103,099,331,356,323,356,
325,,103,099,331,356,323,356,
325,,103,099,331,356,323,356,
325,,103,099,331,356,323,356,
325,,103,099,331,356,323,356,
325,,103,099,333,356,323,356,
325,,103,099,333,356,323,356,
325,,103,099,333,356,323,356,
325,,103,099,333,356,323,356,
326,,103,099,333,356,323,356,
326,,103,099,333,356,323,356,
326,,103,099,333,356,324,356,
326,,103,099,334,356,324,356,
326,,103,099,335,356,324,356,
326,,103,099,335,356,324,356,
326,,103,101,335,356,324,356,
326,,103,101,335,356,324,356,
326,,106,101,335,356,324,356,
326,,106,101,335,356,324,356,
326,,106,101,335,356,324,359,
326,,106,101,335,356,324,359,
326,,106,101,336,356,324,359,
326,,106,101,336,356,324,359,
326,,106,104,336,356,324,359,
326,,106,104,336,356,324,359,
326,,106,104,336,356,324,359,
326,,106,105,336,356,324,359,
326,,106,105,336,356,324,359,
326,,106,106,337,356,324,360,
326,,106,106,339,359,324,360,
326,,106,106,344,359,324,360,
326,,107,106,344,359,324,360,
326,,107,106,345,359,324,361,
326,,107,106,345,359,324,361,
326,,107,107,345,359,324,361,
326,,107,107,345,360,324,361,
326,,107,107,345,360,324,361,
326,,107,107,346,360,324,361,
326,,,107,350,360,324,361,
326,,,107,350,360,324,361,
326,,,114,355,360,324,361,
326,,,,,360,324,361,
326,,,,,360,324,361,
326,,,,,360,324,361,
326,,,,,360,324,361,
326,,,,,360,324,361,
326,,,,,360,324,361,
326,,,,,360,325,361,
326,,,,,360,325,361,
326,,,,,360,325,361,
326,,,,,360,325,361,
326,,,,,360,325,361,
326,,,,,360,325,361,
326,,,,,361,325,361,
326,,,,,361,325,361,
326,,,,,361,325,361,
326,,,,,361,326,361,
326,,,,,361,326,361,
326,,,,,361,326,361,
326,,,,,361,327,361,
326,,,,,361,327,361,
326,,,,,361,327,361,
326,,,,,361,327,361,
326,,,,,361,327,361,
326,,,,,361,327,361,
326,,,,,361,327,361,
326,,,,,361,327,361,
326,,,,,361,327,361,
326,,,,,361,327,361,
326,,,,,361,327,361,
326,,,,,361,328,361,
326,,,,,361,328,361,
326,,,,,361,329,361,
326,,,,,361,329,361,
326,,,,,361,329,361,
326,,,,,362,329,361,
326,,,,,362,329,362,
326,,,,,362,330,362,
326,,,,,362,330,362,
326,,,,,362,330,362,
326,,,,,362,331,362,
326,,,,,362,331,362,
326,,,,,362,331,362,
326,,,,,362,331,362,
326,,,,,362,331,362,
326,,,,,362,331,362,
326,,,,,362,331,362,
326,,,,,362,331,362,
326,,,,,362,331,362,
327,,,,,362,331,362,
327,,,,,362,333,362,
327,,,,,362,333,362,
327,,,,,362,333,362,
327,,,,,362,333,362,
327,,,,,362,333,362,
327,,,,,362,333,362,
327,,,,,362,333,362,
327,,,,,362,333,362,
327,,,,,362,333,362,
327,,,,,362,333,362,
327,,,,,362,333,362,
327,,,,,362,333,362,
327,,,,,362,334,362,
327,,,,,362,335,362,
327,,,,,362,335,362,
327,,,,,362,335,362,
327,,,,,362,335,362,
327,,,,,362,335,362,
327,,,,,362,335,362,
327,,,,,362,335,362,
327,,,,,362,335,362,
327,,,,,362,335,362,
327,,,,,362,335,362,
328,,,,,362,335,362,
328,,,,,362,335,362,
328,,,,,362,336,362,
329,,,,,362,336,362,
329,,,,,362,336,362,
329,,,,,362,336,362,
329,,,,,362,336,362,
329,,,,,362,336,362,
329,,,,,362,336,362,
329,,,,,362,336,362,
329,,,,,362,339,362,
329,,,,,362,339,362,
329,,,,,362,339,362,
329,,,,,362,344,362,
329,,,,,363,344,362,
329,,,,,363,345,362,
329,,,,,363,345,362,
330,,,,,363,345,362,
330,,,,,363,345,362,
330,,,,,363,346,362,
330,,,,,363,346,362,
330,,,,,363,346,362,
330,,,,,363,350,363,
330,,,,,,350,363,
330,,,,,,350,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
330,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,363,
331,,,,,,,364,
331,,,,,,,364,
331,,,,,,,364,
331,,,,,,,364,
331,,,,,,,364,
331,,,,,,,364,
335,,,,,,,364,
336,,,,,,,364,
336,,,,,,,364,
336,,,,,,,364,
339,,,,,,,364,
339,,,,,,,364,
339,,,,,,,364,
339,,,,,,,364,
339,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
346,,,,,,,364,
,,,,,,,364,
