Wild Fall Chinook,Hatchery Fall Chinook,Wild Sockeye,Wild Coho,Hatchery Coho
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,273,294,320,297
290,273,294,320,297
290,273,294,320,297
290,273,294,320,297
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
291,273,294,321,298
293,273,294,321,298
293,273,294,321,298
293,273,294,321,298
296,273,294,321,298
296,273,294,321,298
296,273,294,321,298
298,273,294,322,298
298,273,294,322,298
298,273,294,322,298
298,273,294,322,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
305,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,,298
323,273,294,,299
323,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,305
,273,299,,305
,273,299,,305
,273,299,,305
,273,299,,305
,273,299,,305
,273,299,,305
,273,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,301,,305
,274,301,,305
,274,301,,305
,274,301,,305
,274,301,,305
,274,301,,305
,274,302,,306
,274,302,,306
,274,302,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,307
,275,306,,308
,275,306,,308
,275,306,,308
,275,306,,308
,275,306,,308
,276,306,,308
,276,306,,308
,276,306,,308
,276,306,,308
,276,306,,308
,276,306,,308
,276,306,,308
,276,306,,308
,276,306,,308
,276,306,,308
,276,306,,309
,276,306,,309
,276,306,,309
,276,306,,309
,276,306,,309
,276,306,,309
,276,306,,309
,276,307,,309
,276,307,,309
,276,307,,309
,276,307,,309
,276,307,,309
,276,307,,309
,276,307,,309
,276,307,,309
,276,307,,309
,276,307,,309
,276,307,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,309,,309
,276,310,,309
,276,310,,309
,276,310,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,311,,309
,276,313,,309
,276,313,,309
,276,313,,309
,276,313,,309
,276,313,,309
,276,313,,309
,276,313,,309
,276,313,,310
,276,313,,310
,276,313,,310
,276,313,,310
,276,313,,310
,276,313,,310
,276,313,,310
,276,313,,310
,276,313,,310
,276,313,,310
,276,313,,310
,276,313,,310
,276,313,,310
,276,314,,310
,276,314,,310
,276,314,,310
,276,314,,310
,276,315,,310
,276,315,,310
,276,315,,310
,276,315,,310
,276,315,,310
,276,315,,310
,276,315,,310
,276,315,,310
,276,315,,310
,276,315,,310
,276,315,,310
,276,317,,310
,276,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,277,317,,310
,278,317,,310
,278,317,,310
,278,317,,310
,278,317,,310
,278,317,,310
,278,317,,310
,278,317,,310
,278,317,,310
,278,317,,310
,278,317,,310
,278,317,,310
,278,317,,310
,278,317,,310
,278,318,,310
,278,318,,310
,278,318,,310
,278,318,,310
,278,320,,310
,278,321,,310
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,311
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,312
,278,321,,313
,278,322,,313
,278,322,,313
,278,322,,313
,278,322,,313
,278,322,,313
,278,322,,313
,278,322,,313
,278,322,,313
,278,322,,313
,278,322,,313
,278,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,322,,313
,279,323,,313
,279,323,,313
,280,323,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,326,,313
,280,,,313
,280,,,313
,280,,,313
,280,,,313
,280,,,313
,280,,,313
,280,,,313
,280,,,313
,280,,,313
,280,,,313
,280,,,313
,281,,,313
,281,,,313
,281,,,313
,281,,,313
,281,,,313
,281,,,313
,281,,,313
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,314
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,315
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,281,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,316
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,282,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,283,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,317
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,318
,284,,,319
,284,,,319
,284,,,319
,284,,,319
,284,,,319
,284,,,319
,284,,,319
,284,,,319
,284,,,319
,284,,,319
,285,,,319
,285,,,319
,285,,,319
,285,,,319
,285,,,319
,285,,,319
,285,,,319
,285,,,319
,285,,,319
,285,,,319
,285,,,319
,285,,,319
,286,,,319
,286,,,319
,286,,,319
,286,,,319
,286,,,319
,286,,,319
,286,,,319
,286,,,319
,286,,,319
,286,,,319
,287,,,319
,287,,,319
,287,,,319
,287,,,319
,287,,,319
,287,,,319
,287,,,319
,287,,,319
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,287,,,320
,288,,,320
,288,,,320
,289,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,320
,290,,,321
,290,,,321
,290,,,321
,290,,,321
,290,,,321
,290,,,321
,290,,,321
,290,,,321
,290,,,321
,290,,,321
,290,,,321
,290,,,321
,290,,,321
,290,,,321
,290,,,322
,290,,,322
,290,,,322
,290,,,322
,290,,,322
,290,,,322
,290,,,322
,290,,,322
,290,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,291,,,322
,292,,,322
,292,,,322
,293,,,322
,293,,,322
,293,,,323
,293,,,323
,293,,,323
,293,,,323
,293,,,323
,293,,,326
,293,,,326
,293,,,326
,293,,,326
,293,,,326
,295,,,326
,295,,,326
,295,,,326
,295,,,326
,295,,,326
,295,,,326
,295,,,326
,295,,,326
,295,,,326
,295,,,326
,295,,,327
,295,,,328
,295,,,328
,295,,,328
,296,,,328
,296,,,328
,297,,,328
,297,,,329
,297,,,329
,297,,,329
,297,,,332
,297,,,332
,297,,,332
,297,,,332
,297,,,332
,297,,,332
,298,,,332
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,298,,,334
,300,,,334
,301,,,334
,301,,,334
,301,,,334
,301,,,334
,301,,,334
,301,,,334
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,301,,,336
,304,,,336
,306,,,336
,306,,,336
,306,,,336
,306,,,336
,306,,,336
,306,,,336
,306,,,336
,307,,,336
,307,,,336
,307,,,336
,307,,,336
,307,,,336
,308,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,336
,323,,,337
,323,,,337
,323,,,337
,323,,,
